Control1,Program,Date,Year,Month,Day,Location,Grid,Secchi Depth (cm)
712976,Pamlico Sound Survey(APES),6/12/2007,2007,6,12,WEST BLUFF BAY,YX41,
712977,Pamlico Sound Survey(APES),6/12/2007,2007,6,12,OUTFALL CANAL,YV45,
712978,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YY65,
712979,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YX66,
712980,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YT70,
712981,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YT74,
712982,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YS75,
712983,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YS72,
712984,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YR71,
712985,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YY64,
712986,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,E. OF BLUFF TO LONG SH./RODAN.,YY63,
712987,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,LONG SH./RODAN. TO ROAN.MAR.LT.,YD71,
712988,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,LONG SH./RODAN. TO ROAN.MAR.LT.,YE71,
712989,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,LONG SH./RODAN. TO ROAN.MAR.LT.,YF70,
712990,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,GREAT ISLAND,YX32,
712991,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,GUM PT./GARRISON PT. TO MOUTH,YV22,
712992,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,GUM PT./GARRISON PT. TO MOUTH,YW20,
712993,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,GUM PT./GARRISON PT. TO MOUTH,YS10,
712994,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,GUM PT./GARRISON PT. TO MOUTH,YS9,
712995,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,GUM PT./GARRISON PT. TO MOUTH,YU13,
712996,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,LONG SH./RODAN. TO ROAN.MAR.LT.,YE69,
712997,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,LONG SH./RODAN. TO ROAN.MAR.LT.,YG78,
712998,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,GULL ISLAND,YP79,
712999,Pamlico Sound Survey(APES),6/19/2007,2007,6,19,OUTER BANKS,ZE46,
713000,Pamlico Sound Survey(APES),6/20/2007,2007,6,20,DEEP COVE,YX28,
713001,Pamlico Sound Survey(APES),6/21/2007,2007,6,21,WEST OF BLUFF SHOAL,YX22,
713002,Pamlico Sound Survey(APES),6/22/2007,2007,6,22,SNDY PT/O.FLD.PT-MOUTH,YS17,
713003,Pamlico Sound Survey(APES),6/22/2007,2007,6,22,UPSTREAM DRNT/PUNGO PT,YL14,
713004,Pamlico Sound Survey(APES),6/22/2007,2007,6,22,DRNT/PNGO PT-SNDY/OFLD,YO15,
719285,Pamlico Sound Survey(APES),9/10/2007,2007,9,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZU7,
719286,Pamlico Sound Survey(APES),9/10/2007,2007,9,10,CHERRY PT/WILK. PT TO NEW BERN,ZS86,
719287,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,HARDY CREEK,ZR14,
719288,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,MOUTH TO CHERRY PT/WILKINSON PT.,ZN17,
719289,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,MOUTH TO CHERRY PT/WILKINSON PT.,ZL18,
719290,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,WEST OF BLUFF SHOAL,ZK19,
719291,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,GUM PT./GARRISON PT. TO MOUTH,YS8,
719292,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YR3,
719293,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,UPSTREAM OF MAULS PT/RAGGED PT,YQ82,
719294,Pamlico Sound Survey(APES),9/11/2007,2007,9,11,UPSTREAM OF MAULS PT/RAGGED PT,YP82,
719295,Pamlico Sound Survey(APES),9/12/2007,2007,9,12,UPSTREAM DRNT/PUNGO PT,YL16,
719296,Pamlico Sound Survey(APES),9/12/2007,2007,9,12,DRNT/PNGO PT-SNDY/OFLD,YM14,
719297,Pamlico Sound Survey(APES),9/12/2007,2007,9,12,DRNT/PNGO PT-SNDY/OFLD,YO15,
719298,Pamlico Sound Survey(APES),9/12/2007,2007,9,12,GUM PT./GARRISON PT. TO MOUTH,YW20,
719299,Pamlico Sound Survey(APES),9/12/2007,2007,9,12,WEST OF BLUFF SHOAL,YY29,
719300,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,JUNIPER BAY,YW36,
719301,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,WEST OF BLUFF SHOAL,YY37,
719302,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,WEST OF BLUFF SHOAL,YZ36,
719303,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,GREAT ISLAND,YZ34,
719304,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,WEST OF BLUFF SHOAL,ZE29,
719305,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,WEST OF BLUFF SHOAL,ZD35,
719306,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,INNER MIDDLE GROUND,ZC34,
719307,Pamlico Sound Survey(APES),9/13/2007,2007,9,13,WEST OF BLUFF SHOAL,ZD42,
719308,Pamlico Sound Survey(APES),9/20/2007,2007,9,20,E. OF BLUFF TO LONG SH./RODAN.,ZG51,
719309,Pamlico Sound Survey(APES),9/20/2007,2007,9,20,E. OF BLUFF TO LONG SH./RODAN.,ZC49,
719310,Pamlico Sound Survey(APES),9/20/2007,2007,9,20,WEST OF BLUFF SHOAL,ZL38,
719311,Pamlico Sound Survey(APES),9/20/2007,2007,9,20,WEST OF BLUFF SHOAL,ZK34,
719312,Pamlico Sound Survey(APES),9/20/2007,2007,9,20,WEST OF BLUFF SHOAL,ZN29,
719313,Pamlico Sound Survey(APES),9/20/2007,2007,9,20,WEST OF BLUFF SHOAL,ZO31,
719314,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YX59,
719315,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YT64,
719316,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YS63,
719317,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YS60,
719318,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YP62,
719319,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YO69,
719320,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YQ67,
719321,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YR69,
719322,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YU70,
719323,Pamlico Sound Survey(APES),9/25/2007,2007,9,25,E. OF BLUFF TO LONG SH./RODAN.,YW68,
719324,Pamlico Sound Survey(APES),9/26/2007,2007,9,26,GULL ISLAND,YQ79,
719325,Pamlico Sound Survey(APES),9/26/2007,2007,9,26,E. OF BLUFF TO LONG SH./RODAN.,YS76,
719326,Pamlico Sound Survey(APES),9/26/2007,2007,9,26,LONG SH./RODAN. TO ROAN.MAR.LT.,YH78,
719327,Pamlico Sound Survey(APES),9/26/2007,2007,9,26,LONG SH./RODAN. TO ROAN.MAR.LT.,YF75,
719328,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,LONG SH./RODAN. TO ROAN.MAR.LT.,Z71,
719329,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,LONG SH./RODAN. TO ROAN.MAR.LT.,W70,
719330,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,CROATAN SOUND,O65,
719331,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,CROATAN SOUND,T68,
719332,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,LONG SH./RODAN. TO ROAN.MAR.LT.,YC73,
719333,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,LONG SH./RODAN. TO ROAN.MAR.LT.,YF71,
719334,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,E. OF BLUFF TO LONG SH./RODAN.,YK65,
719335,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,E. OF BLUFF TO LONG SH./RODAN.,YL62,
719336,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,GIBBS SHOAL,YN54,
719337,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,E. OF BLUFF TO LONG SH./RODAN.,YQ56,
719338,Pamlico Sound Survey(APES),9/27/2007,2007,9,27,E. OF BLUFF TO LONG SH./RODAN.,YR50,
819834,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,ZA50,
819835,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,ZA57,
819836,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YX58,
819837,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YX61,
819838,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YP67,
819839,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YP62,
819840,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YM63,
819841,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,PINGLETON SHOAL,YK59,
819842,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YO56,
819843,Pamlico Sound Survey(APES),6/17/2008,2008,6,17,E. OF BLUFF TO LONG SH./RODAN.,YR57,
819844,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,WEST OF BLUFF SHOAL,ZC40,
819845,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,WEST OF BLUFF SHOAL,ZA42,
819846,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,WEST BLUFF BAY,YX42,
819847,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,WEST OF BLUFF SHOAL,YZ37,
819848,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,GREAT ISLAND,YY33,
819849,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,DEEP COVE,YX29,
819850,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,GUM PT./GARRISON PT. TO MOUTH,YX21,
819851,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,GUM PT./GARRISON PT. TO MOUTH,YW20,
819852,Pamlico Sound Survey(APES),6/18/2008,2008,6,18,SNDY PT/O.FLD.PT-MOUTH,YT18,
819853,Pamlico Sound Survey(APES),6/19/2008,2008,6,19,UPSTREAM DRNT/PUNGO PT,YL16,
819854,Pamlico Sound Survey(APES),6/19/2008,2008,6,19,DRNT/PNGO PT-SNDY/OFLD,YP15,
819855,Pamlico Sound Survey(APES),6/19/2008,2008,6,19,GUM PT./GARRISON PT. TO MOUTH,YV15,
819856,Pamlico Sound Survey(APES),6/19/2008,2008,6,19,GUM PT./GARRISON PT. TO MOUTH,YT6,
819857,Pamlico Sound Survey(APES),6/19/2008,2008,6,19,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YQ88,
819858,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,LONG SH./RODAN. TO ROAN.MAR.LT.,YB70,
819859,Pamlico Sound Survey(APES),6/9/2008,2008,6,9,MOUTH TO CHERRY PT/WILKINSON PT.,ZS6,
819860,Pamlico Sound Survey(APES),6/9/2008,2008,6,9,MOUTH TO CHERRY PT/WILKINSON PT.,ZU3,
819861,Pamlico Sound Survey(APES),6/9/2008,2008,6,9,MOUTH TO CHERRY PT/WILKINSON PT.,ZR9,
819862,Pamlico Sound Survey(APES),6/9/2008,2008,6,9,MOUTH TO CHERRY PT/WILKINSON PT.,ZP15,
819863,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZM20,
819864,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZK26,
819865,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST BAY,ZM27,
819866,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZL30,
819867,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZO35,
819868,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZL41,
819869,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZI36,
819870,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZE30,
819871,Pamlico Sound Survey(APES),6/10/2008,2008,6,10,WEST OF BLUFF SHOAL,ZE34,
819872,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,ZE54,
819873,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,ZF58,
819874,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,ZD60,
819875,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YS71,
819876,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YR72,
819877,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YS73,
819878,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YQ77,
819879,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YO75,
819880,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YN74,
819881,Pamlico Sound Survey(APES),6/11/2008,2008,6,11,E. OF BLUFF TO LONG SH./RODAN.,YO73,
819882,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,LONG SH./RODAN. TO ROAN.MAR.LT.,YC70,
819883,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,OFF STUMPY POINT,YC66,
819884,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,LONG SH./RODAN. TO ROAN.MAR.LT.,YB69,
819885,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,LONG SH./RODAN. TO ROAN.MAR.LT.,Z70,
819886,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,LONG SH./RODAN. TO ROAN.MAR.LT.,W69,
819887,Pamlico Sound Survey(APES),6/12/2008,2008,6,12,E. OF BLUFF TO LONG SH./RODAN.,YJ76,
824322,Pamlico Sound Survey(APES),9/8/2008,2008,9,8,CHERRY PT/WILK. PT TO NEW BERN,ZS8,
824323,Pamlico Sound Survey(APES),9/8/2008,2008,9,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZR8,
824324,Pamlico Sound Survey(APES),9/8/2008,2008,9,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZT6,
824325,Pamlico Sound Survey(APES),9/8/2008,2008,9,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZU5,
824326,Pamlico Sound Survey(APES),9/8/2008,2008,9,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZT5,
824327,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,BAY RIVER,ZG15,
824328,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,WEST OF BLUFF SHOAL,ZJ24,
824329,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,WEST OF BLUFF SHOAL,ZL32,
824330,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,WEST OF BLUFF SHOAL,ZF33,
824331,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,INNER MIDDLE GROUND,ZB33,
824332,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,WEST OF BLUFF SHOAL,ZB34,
824333,Pamlico Sound Survey(APES),9/9/2008,2008,9,9,WEST OF BLUFF SHOAL,ZB39,
824334,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZF52,
824335,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,PORTSMOUTH ISLAND,ZG57,
824336,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZD58,
824337,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,ZB56,
824338,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,YW67,
824339,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,YX70,
824340,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,YT71,
824341,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,YP67,
824342,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,YM68,
824343,Pamlico Sound Survey(APES),9/10/2008,2008,9,10,E. OF BLUFF TO LONG SH./RODAN.,YN57,
824344,Pamlico Sound Survey(APES),9/11/2008,2008,9,11,E. OF BLUFF TO LONG SH./RODAN.,YQ56,
824345,Pamlico Sound Survey(APES),9/11/2008,2008,9,11,E. OF BLUFF TO LONG SH./RODAN.,YU59,
824346,Pamlico Sound Survey(APES),9/11/2008,2008,9,11,GULL SHOAL,YU53,
824347,Pamlico Sound Survey(APES),9/11/2008,2008,9,11,E. OF BLUFF TO LONG SH./RODAN.,YW54,
824348,Pamlico Sound Survey(APES),9/11/2008,2008,9,11,E. OF BLUFF TO LONG SH./RODAN.,YW52,
824349,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,GULL ISLAND,YO78,
824350,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,E. OF BLUFF TO LONG SH./RODAN.,YM74,
824351,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,E. OF BLUFF TO LONG SH./RODAN.,YJ74,
824352,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,LONG SH./RODAN. TO ROAN.MAR.LT.,YD71,
824353,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,LONG SH./RODAN. TO ROAN.MAR.LT.,YC70,
824354,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,LONG SH./RODAN. TO ROAN.MAR.LT.,YB72,
824355,Pamlico Sound Survey(APES),9/16/2008,2008,9,16,LONG SH./RODAN. TO ROAN.MAR.LT.,X72,
824356,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,LONG SH./RODAN. TO ROAN.MAR.LT.,YA73,
824357,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,OFF STUMPY POINT,YD66,
824358,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,LONG SH./RODAN. TO ROAN.MAR.LT.,YE68,
824359,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,LONG SH./RODAN. TO ROAN.MAR.LT.,YH68,
824360,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,E. OF BLUFF TO LONG SH./RODAN.,YL61,
824361,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,BLUFF SHOAL,ZE46,
824362,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,E. OF BLUFF TO LONG SH./RODAN.,YX45,
824363,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,WEST OF BLUFF SHOAL,YW44,
824364,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,WEST BLUFF BAY,YX43,
824365,Pamlico Sound Survey(APES),9/17/2008,2008,9,17,WEST OF BLUFF SHOAL,YX37,
824366,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,WEST OF BLUFF SHOAL,YY27,
824367,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,WEST OF BLUFF SHOAL,YY25,
824368,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,GUM PT./GARRISON PT. TO MOUTH,YW21,
824369,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,GUM PT./GARRISON PT. TO MOUTH,YV18,
824370,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,GUM PT./GARRISON PT. TO MOUTH,YU17,
824371,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,UPSTREAM DRNT/PUNGO PT,YL18,
824372,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,UPSTREAM DRNT/PUNGO PT,YL16,
824373,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,SNDY PT/O.FLD.PT-MOUTH,YQ16,
824374,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,GUM PT./GARRISON PT. TO MOUTH,YT9,
824375,Pamlico Sound Survey(APES),9/18/2008,2008,9,18,GUM PT./GARRISON PT. TO MOUTH,YS7,
923146,Pamlico Sound Survey(APES),6/8/2009,2009,6,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZU7,91
923147,Pamlico Sound Survey(APES),6/8/2009,2009,6,8,CHERRY PT/WILK. PT TO NEW BERN,ZR83,98
923148,Pamlico Sound Survey(APES),6/8/2009,2009,6,8,MOUTH TO CHERRY PT/WILKINSON PT.,ZP12,127
923149,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,POINT OF MARSH,ZN21,111
923150,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,MOUTH TO CHERRY PT/WILKINSON PT.,ZM20,112
923151,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,WEST OF BLUFF SHOAL,ZJ19,134
923152,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,WEST OF BLUFF SHOAL,ZJ23,114
923153,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,BRANT ISLAND SHOAL,ZF29,141
923154,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,WEST OF BLUFF SHOAL,ZI33,165
923155,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,WEST OF BLUFF SHOAL,ZJ33,165
923156,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,BRANT SLOUGH,ZL32,120
923157,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,WEST OF BLUFF SHOAL,ZK34,113
923158,Pamlico Sound Survey(APES),6/9/2009,2009,6,9,WEST OF BLUFF SHOAL,ZL37,97
923159,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,WEST OF BLUFF SHOAL,ZA44,142
923160,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,BLUFF SHOAL,YZ45,104
923161,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YZ48,133
923162,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,GULL SHOAL,YU51,96
923163,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YY59,132
923164,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YV60,103
923165,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YV59,82
923166,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YS58,70
923167,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YR53,95
923168,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YO55,104
923169,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YL60,100
923170,Pamlico Sound Survey(APES),6/10/2009,2009,6,10,E. OF BLUFF TO LONG SH./RODAN.,YK60,98
923171,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,E. OF BLUFF TO LONG SH./RODAN.,YM67,87
923172,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,E. OF BLUFF TO LONG SH./RODAN.,YK66,90
923173,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YF71,98
923174,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YE72,144
923175,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YC70,132
923176,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,CROATAN SOUND,R68,140
923177,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YB74,153
923178,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YF73,141
923179,Pamlico Sound Survey(APES),6/11/2009,2009,6,11,LONG SH./RODAN. TO ROAN.MAR.LT.,YI77,141
923180,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,HOWARD REEF,ZH52,92
923181,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZG55,92
923182,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZD63,180
923183,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,ZA66,155
923184,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,YP73,120
923185,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,YS67,131
923186,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,YT65,121
923187,Pamlico Sound Survey(APES),6/16/2009,2009,6,16,E. OF BLUFF TO LONG SH./RODAN.,YR63,85
923188,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,WEST OF BLUFF SHOAL,YY38,51
923189,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,WEST OF BLUFF SHOAL,YZ40,54
923190,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,WEST OF BLUFF SHOAL,ZB29,53
923191,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,WEST OF BLUFF SHOAL,ZA24,42
923192,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,GUM PT./GARRISON PT. TO MOUTH,YW21,59
923193,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,GUM PT./GARRISON PT. TO MOUTH,YV21,72
923194,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,GUM PT./GARRISON PT. TO MOUTH,YV17,71
923195,Pamlico Sound Survey(APES),6/17/2009,2009,6,17,SNDY PT/O.FLD.PT-MOUTH,YR16,80
