"","Year","gridID","Speciescommonname","Survey","mean_CPUE_stdzd"
"3662",2019,569,"blacktip shark","P915",0
"3663",2002,477,"blacktip shark","P915",0
"3664",2002,415,"blacktip shark","P915",0
"3665",2002,599,"blacktip shark","P915",0
"3666",2002,478,"blacktip shark","P915",0
"3667",2002,538,"blacktip shark","P915",0
"3668",2002,445,"blacktip shark","P915",0
"3669",2002,508,"blacktip shark","P915",0
"3670",2002,628,"blacktip shark","P915",0
"3671",2003,508,"blacktip shark","P915",0
"3672",2003,415,"blacktip shark","P915",0
"3673",2003,447,"blacktip shark","P915",0
"3674",2003,446,"blacktip shark","P915",0
"3675",2003,628,"blacktip shark","P915",0
"3676",2003,539,"blacktip shark","P915",0
"3677",2003,658,"blacktip shark","P915",0
"3678",2003,478,"blacktip shark","P915",0
"3679",2004,414,"blacktip shark","P915",0
"3680",2004,478,"blacktip shark","P915",0
"3681",2004,598,"blacktip shark","P915",0
"3682",2004,568,"blacktip shark","P915",0
"3683",2004,447,"blacktip shark","P915",0
"3684",2004,508,"blacktip shark","P915",0
"3685",2005,628,"blacktip shark","P915",0
"3686",2005,508,"blacktip shark","P915",0
"3687",2005,569,"blacktip shark","P915",0
"3688",2005,538,"blacktip shark","P915",0
"3689",2005,446,"blacktip shark","P915",0
"3690",2005,445,"blacktip shark","P915",0
"3691",2005,447,"blacktip shark","P915",0
"3692",2005,509,"blacktip shark","P915",0
"3693",2006,477,"blacktip shark","P915",0
"3694",2006,447,"blacktip shark","P915",0
"3695",2006,568,"blacktip shark","P915",0
"3696",2006,569,"blacktip shark","P915",0
"3697",2006,628,"blacktip shark","P915",0
"3698",2006,539,"blacktip shark","P915",0
"3699",2006,478,"blacktip shark","P915",0
"3700",2007,509,"blacktip shark","P915",0
"3701",2007,598,"blacktip shark","P915",0
"3702",2007,446,"blacktip shark","P915",0
"3703",2007,477,"blacktip shark","P915",0
"3704",2007,569,"blacktip shark","P915",0
"3705",2008,509,"blacktip shark","P915",0
"3706",2008,447,"blacktip shark","P915",0
"3707",2008,478,"blacktip shark","P915",0
"3708",2008,598,"blacktip shark","P915",0
"3709",2008,628,"blacktip shark","P915",0
"3710",2008,415,"blacktip shark","P915",0
"3711",2008,569,"blacktip shark","P915",0
"3712",2009,508,"blacktip shark","P915",0
"3713",2009,598,"blacktip shark","P915",0
"3714",2009,447,"blacktip shark","P915",0
"3715",2009,569,"blacktip shark","P915",0
"3716",2009,446,"blacktip shark","P915",0.0029940119760479
"3717",2009,628,"blacktip shark","P915",0
"3718",2009,478,"blacktip shark","P915",0
"3719",2010,538,"blacktip shark","P915",0
"3720",2011,538,"blacktip shark","P915",0
"3721",2012,568,"blacktip shark","P915",0
"3722",2013,477,"blacktip shark","P915",0
"3723",2013,446,"blacktip shark","P915",0
"3724",2015,538,"blacktip shark","P915",0
"3725",2001,568,"blacktip shark","P915",0
"3726",2016,538,"blacktip shark","P915",0
"3727",2016,508,"blacktip shark","P915",0
"3728",2018,568,"blacktip shark","P915",0
"3729",2018,477,"blacktip shark","P915",0.00399201596806387
"3730",2002,598,"blacktip shark","P915",0
"3731",2002,657,"blacktip shark","P915",0
"3732",2003,445,"blacktip shark","P915",0
"3733",2003,568,"blacktip shark","P915",0
"3734",2004,444,"blacktip shark","P915",0
"3735",2004,569,"blacktip shark","P915",0
"3736",2006,476,"blacktip shark","P915",0
"3737",2006,538,"blacktip shark","P915",0
"3738",2007,508,"blacktip shark","P915",0
"3739",2007,568,"blacktip shark","P915",0
"3740",2007,476,"blacktip shark","P915",0
"3741",2008,477,"blacktip shark","P915",0
"3742",2018,286,"blacktip shark","P915",0.00199600798403194
"3743",2018,321,"blacktip shark","P915",0.00598802395209581
"3744",2018,383,"blacktip shark","P915",0.00199600798403194
"3745",2018,288,"blacktip shark","P915",0.00199600798403194
"3746",2018,381,"blacktip shark","P915",0
"3747",2018,352,"blacktip shark","P915",0
"3748",2019,319,"blacktip shark","P915",0
"3749",2019,285,"blacktip shark","P915",0
"3750",2019,353,"blacktip shark","P915",0
"3751",2019,321,"blacktip shark","P915",0.000998003992015968
"3752",2019,288,"blacktip shark","P915",0
"3753",2019,351,"blacktip shark","P915",0
"3754",2010,406,"blacktip shark","P915",0
"3755",2010,377,"blacktip shark","P915",0
"3756",2010,348,"blacktip shark","P915",0
"3757",2010,376,"blacktip shark","P915",0
"3758",2010,378,"blacktip shark","P915",0
"3759",2011,378,"blacktip shark","P915",0
"3760",2011,348,"blacktip shark","P915",0
"3761",2011,377,"blacktip shark","P915",0
"3762",2011,406,"blacktip shark","P915",0
"3763",2011,376,"blacktip shark","P915",0
"3764",2011,379,"blacktip shark","P915",0
"3765",2012,347,"blacktip shark","P915",0
"3766",2012,348,"blacktip shark","P915",0
"3767",2012,406,"blacktip shark","P915",0
"3768",2012,377,"blacktip shark","P915",0
"3769",2012,379,"blacktip shark","P915",0
"3770",2012,376,"blacktip shark","P915",0
"3771",2013,377,"blacktip shark","P915",0
"3772",2013,406,"blacktip shark","P915",0
"3773",2013,379,"blacktip shark","P915",0
"3774",2013,348,"blacktip shark","P915",0
"3775",2014,377,"blacktip shark","P915",0
"3776",2014,348,"blacktip shark","P915",0
"3777",2014,406,"blacktip shark","P915",0
"3778",2014,376,"blacktip shark","P915",0
"3779",2014,379,"blacktip shark","P915",0
"3780",2015,379,"blacktip shark","P915",0
"3781",2015,348,"blacktip shark","P915",0
"3782",2015,377,"blacktip shark","P915",0
"3783",2015,406,"blacktip shark","P915",0
"3784",2015,407,"blacktip shark","P915",0
"3785",2016,379,"blacktip shark","P915",0
"3786",2016,406,"blacktip shark","P915",0
"3787",2016,376,"blacktip shark","P915",0
"3788",2016,377,"blacktip shark","P915",0
"3789",2017,379,"blacktip shark","P915",0
"3790",2017,406,"blacktip shark","P915",0
"3791",2017,407,"blacktip shark","P915",0
"3792",2017,377,"blacktip shark","P915",0
"3793",2018,378,"blacktip shark","P915",0
"3794",2018,348,"blacktip shark","P915",0
"3795",2018,376,"blacktip shark","P915",0
"3796",2018,377,"blacktip shark","P915",0
"3797",2018,406,"blacktip shark","P915",0
"3798",2019,348,"blacktip shark","P915",0
"3799",2019,379,"blacktip shark","P915",0
"3800",2019,406,"blacktip shark","P915",0
"3801",2019,407,"blacktip shark","P915",0
"3802",2019,377,"blacktip shark","P915",0
"3803",2004,406,"blacktip shark","P915",0
"3804",2004,349,"blacktip shark","P915",0
"3805",2004,347,"blacktip shark","P915",0
"3806",2004,376,"blacktip shark","P915",0
"3807",2004,379,"blacktip shark","P915",0
"3808",2005,377,"blacktip shark","P915",0
"3809",2005,406,"blacktip shark","P915",0
"3810",2005,378,"blacktip shark","P915",0
"3811",2005,379,"blacktip shark","P915",0
"3812",2005,347,"blacktip shark","P915",0
"3813",2006,379,"blacktip shark","P915",0
"3814",2006,348,"blacktip shark","P915",0
"3815",2006,376,"blacktip shark","P915",0
"3816",2006,406,"blacktip shark","P915",0
"3817",2007,376,"blacktip shark","P915",0
"3818",2007,378,"blacktip shark","P915",0
"3819",2007,377,"blacktip shark","P915",0
"3820",2007,406,"blacktip shark","P915",0
"3821",2008,378,"blacktip shark","P915",0
"3822",2008,377,"blacktip shark","P915",0
"3823",2008,406,"blacktip shark","P915",0
"3824",2008,348,"blacktip shark","P915",0
"3825",2009,348,"blacktip shark","P915",0
"3826",2009,347,"blacktip shark","P915",0
"3827",2009,377,"blacktip shark","P915",0
"3828",2009,379,"blacktip shark","P915",0
"3829",2009,406,"blacktip shark","P915",0
"3830",2010,407,"blacktip shark","P915",0
"3831",2015,347,"blacktip shark","P915",0
"3832",2004,377,"blacktip shark","P915",0
"3833",2004,378,"blacktip shark","P915",0
"3834",2010,253,"blacktip shark","P915",0
"3835",2010,283,"blacktip shark","P915",0
"3836",2011,283,"blacktip shark","P915",0
"3837",2011,253,"blacktip shark","P915",0
"3838",2012,253,"blacktip shark","P915",0
"3839",2012,283,"blacktip shark","P915",0
"3840",2013,283,"blacktip shark","P915",0
"3841",2013,253,"blacktip shark","P915",0
"3842",2014,283,"blacktip shark","P915",0
"3843",2014,253,"blacktip shark","P915",0
"3844",2015,283,"blacktip shark","P915",0
"3845",2015,253,"blacktip shark","P915",0
"3846",2016,283,"blacktip shark","P915",0
"3847",2016,253,"blacktip shark","P915",0
"3848",2017,253,"blacktip shark","P915",0
"3849",2017,283,"blacktip shark","P915",0
"3850",2018,253,"blacktip shark","P915",0
"3851",2018,283,"blacktip shark","P915",0
"3852",2019,283,"blacktip shark","P915",0
"3853",2019,253,"blacktip shark","P915",0
"3854",2008,253,"blacktip shark","P915",0
"3855",2008,283,"blacktip shark","P915",0
"3856",2009,283,"blacktip shark","P915",0
"3857",2009,253,"blacktip shark","P915",0
"3858",2010,526,"blacktip shark","P915",0
"3859",2010,500,"blacktip shark","P915",0
"3860",2010,530,"blacktip shark","P915",0
"3861",2010,527,"blacktip shark","P915",0
"3862",2010,499,"blacktip shark","P915",0
"3863",2010,560,"blacktip shark","P915",0
"3864",2011,499,"blacktip shark","P915",0
"3865",2011,529,"blacktip shark","P915",0
"3866",2011,527,"blacktip shark","P915",0
"3867",2011,528,"blacktip shark","P915",0
"3868",2011,526,"blacktip shark","P915",0
"3869",2012,527,"blacktip shark","P915",0
"3870",2012,530,"blacktip shark","P915",0
"3871",2012,498,"blacktip shark","P915",0
"3872",2012,529,"blacktip shark","P915",0
"3873",2012,528,"blacktip shark","P915",0
"3874",2012,526,"blacktip shark","P915",0
"3875",2012,499,"blacktip shark","P915",0
"3876",2013,499,"blacktip shark","P915",0
"3877",2013,560,"blacktip shark","P915",0
"3878",2013,527,"blacktip shark","P915",0
"3879",2013,498,"blacktip shark","P915",0
"3880",2013,530,"blacktip shark","P915",0
"3881",2014,530,"blacktip shark","P915",0
"3882",2014,526,"blacktip shark","P915",0
"3883",2014,498,"blacktip shark","P915",0
"3884",2014,499,"blacktip shark","P915",0
"3885",2015,559,"blacktip shark","P915",0
"3886",2015,527,"blacktip shark","P915",0
"3887",2015,497,"blacktip shark","P915",0
"3888",2015,499,"blacktip shark","P915",0
"3889",2015,560,"blacktip shark","P915",0
"3890",2015,526,"blacktip shark","P915",0
"3891",2015,498,"blacktip shark","P915",0
"3892",2016,560,"blacktip shark","P915",0
"3893",2016,526,"blacktip shark","P915",0
"3894",2016,529,"blacktip shark","P915",0
"3895",2016,499,"blacktip shark","P915",0
"3896",2016,527,"blacktip shark","P915",0
"3897",2016,498,"blacktip shark","P915",0
"3898",2017,498,"blacktip shark","P915",0
"3899",2017,527,"blacktip shark","P915",0
"3900",2017,529,"blacktip shark","P915",0
"3901",2017,526,"blacktip shark","P915",0
"3902",2017,560,"blacktip shark","P915",0
"3903",2018,498,"blacktip shark","P915",0
"3904",2018,526,"blacktip shark","P915",0
"3905",2018,530,"blacktip shark","P915",0
"3906",2018,528,"blacktip shark","P915",0
"3907",2019,528,"blacktip shark","P915",0
"3908",2019,498,"blacktip shark","P915",0
"3909",2019,529,"blacktip shark","P915",0
"3910",2019,526,"blacktip shark","P915",0
"3911",2019,497,"blacktip shark","P915",0
"3912",2019,499,"blacktip shark","P915",0
"3913",2019,560,"blacktip shark","P915",0
"3914",2019,527,"blacktip shark","P915",0
"3915",2004,526,"blacktip shark","P915",0
"3916",2004,527,"blacktip shark","P915",0
"3917",2004,499,"blacktip shark","P915",0
"3918",2004,530,"blacktip shark","P915",0
"3919",2005,499,"blacktip shark","P915",0
"3920",2005,529,"blacktip shark","P915",0
"3921",2005,527,"blacktip shark","P915",0
"3922",2005,526,"blacktip shark","P915",0
"3923",2005,528,"blacktip shark","P915",0
"3924",2005,530,"blacktip shark","P915",0
"3925",2005,498,"blacktip shark","P915",0
"3926",2006,499,"blacktip shark","P915",0
"3927",2006,530,"blacktip shark","P915",0
"3928",2006,527,"blacktip shark","P915",0
"3929",2006,498,"blacktip shark","P915",0
"3930",2006,560,"blacktip shark","P915",0
"3931",2006,526,"blacktip shark","P915",0
"3932",2006,528,"blacktip shark","P915",0
"3933",2007,499,"blacktip shark","P915",0
"3934",2007,530,"blacktip shark","P915",0
"3935",2007,526,"blacktip shark","P915",0
"3936",2007,497,"blacktip shark","P915",0
"3937",2007,529,"blacktip shark","P915",0
"3938",2007,528,"blacktip shark","P915",0
"3939",2008,496,"blacktip shark","P915",0
"3940",2008,529,"blacktip shark","P915",0
"3941",2008,498,"blacktip shark","P915",0
"3942",2008,528,"blacktip shark","P915",0
"3943",2008,526,"blacktip shark","P915",0
"3944",2008,530,"blacktip shark","P915",0
"3945",2008,499,"blacktip shark","P915",0
"3946",2009,559,"blacktip shark","P915",0
"3947",2009,527,"blacktip shark","P915",0
"3948",2009,498,"blacktip shark","P915",0
"3949",2009,499,"blacktip shark","P915",0
"3950",2009,530,"blacktip shark","P915",0
"3951",2009,526,"blacktip shark","P915",0
"3952",2004,528,"blacktip shark","P915",0
"3953",2004,498,"blacktip shark","P915",0
"3954",2010,504,"blacktip shark","P915",0
"3955",2010,501,"blacktip shark","P915",0
"3956",2010,472,"blacktip shark","P915",0
"3957",2010,566,"blacktip shark","P915",0
"3958",2010,565,"blacktip shark","P915",0
"3959",2010,502,"blacktip shark","P915",0
"3960",2011,504,"blacktip shark","P915",0
"3961",2011,596,"blacktip shark","P915",0
"3962",2011,501,"blacktip shark","P915",0
"3963",2011,473,"blacktip shark","P915",0
"3964",2011,566,"blacktip shark","P915",0
"3965",2011,503,"blacktip shark","P915",0
"3966",2012,531,"blacktip shark","P915",0
"3967",2012,535,"blacktip shark","P915",0
"3968",2012,565,"blacktip shark","P915",0
"3969",2012,504,"blacktip shark","P915",0
"3970",2012,502,"blacktip shark","P915",0
"3971",2012,595,"blacktip shark","P915",0
"3972",2012,501,"blacktip shark","P915",0
"3973",2013,501,"blacktip shark","P915",0
"3974",2013,502,"blacktip shark","P915",0
"3975",2013,504,"blacktip shark","P915",0
"3976",2013,596,"blacktip shark","P915",0
"3977",2013,565,"blacktip shark","P915",0
"3978",2013,566,"blacktip shark","P915",0
"3979",2014,502,"blacktip shark","P915",0
"3980",2014,565,"blacktip shark","P915",0
"3981",2014,501,"blacktip shark","P915",0
"3982",2014,504,"blacktip shark","P915",0
"3983",2014,531,"blacktip shark","P915",0
"3984",2015,565,"blacktip shark","P915",0
"3985",2015,502,"blacktip shark","P915",0
"3986",2015,503,"blacktip shark","P915",0
"3987",2015,500,"blacktip shark","P915",0
"3988",2015,504,"blacktip shark","P915",0
"3989",2015,535,"blacktip shark","P915",0
"3990",2015,501,"blacktip shark","P915",0
"3991",2001,501,"blacktip shark","P915",0
"3992",2001,565,"blacktip shark","P915",0
"3993",2001,504,"blacktip shark","P915",0
"3994",2001,596,"blacktip shark","P915",0
"3995",2001,502,"blacktip shark","P915",0
"3996",2016,531,"blacktip shark","P915",0
"3997",2016,504,"blacktip shark","P915",0
"3998",2016,501,"blacktip shark","P915",0
"3999",2016,502,"blacktip shark","P915",0
"4000",2016,596,"blacktip shark","P915",0
"4001",2016,534,"blacktip shark","P915",0
"4002",2017,566,"blacktip shark","P915",0
"4003",2017,500,"blacktip shark","P915",0
"4004",2017,502,"blacktip shark","P915",0
"4005",2017,501,"blacktip shark","P915",0
"4006",2017,565,"blacktip shark","P915",0
"4007",2017,504,"blacktip shark","P915",0
"4008",2017,496,"blacktip shark","P915",0
"4009",2018,501,"blacktip shark","P915",0
"4010",2018,502,"blacktip shark","P915",0
"4011",2018,504,"blacktip shark","P915",0
"4012",2018,503,"blacktip shark","P915",0
"4013",2018,565,"blacktip shark","P915",0
"4014",2019,504,"blacktip shark","P915",0
"4015",2019,565,"blacktip shark","P915",0
"4016",2019,531,"blacktip shark","P915",0
"4017",2019,502,"blacktip shark","P915",0
"4018",2002,504,"blacktip shark","P915",0
"4019",2002,565,"blacktip shark","P915",0
"4020",2002,501,"blacktip shark","P915",0
"4021",2002,473,"blacktip shark","P915",0
"4022",2002,597,"blacktip shark","P915",0
"4023",2002,502,"blacktip shark","P915",0
"4024",2003,504,"blacktip shark","P915",0
"4025",2003,596,"blacktip shark","P915",0
"4026",2003,500,"blacktip shark","P915",0
"4027",2003,503,"blacktip shark","P915",0
"4028",2003,597,"blacktip shark","P915",0
"4029",2003,501,"blacktip shark","P915",0
"4030",2003,502,"blacktip shark","P915",0
"4031",2004,504,"blacktip shark","P915",0
"4032",2004,566,"blacktip shark","P915",0
"4033",2004,531,"blacktip shark","P915",0
"4034",2004,472,"blacktip shark","P915",0
"4035",2004,597,"blacktip shark","P915",0
"4036",2004,500,"blacktip shark","P915",0
"4037",2004,502,"blacktip shark","P915",0
"4038",2005,502,"blacktip shark","P915",0
"4039",2005,504,"blacktip shark","P915",0
"4040",2005,595,"blacktip shark","P915",0
"4041",2005,501,"blacktip shark","P915",0
"4042",2005,503,"blacktip shark","P915",0
"4043",2005,534,"blacktip shark","P915",0
"4044",2005,566,"blacktip shark","P915",0
"4045",2006,565,"blacktip shark","P915",0
"4046",2006,502,"blacktip shark","P915",0
"4047",2006,504,"blacktip shark","P915",0
"4048",2006,595,"blacktip shark","P915",0
"4049",2006,501,"blacktip shark","P915",0
"4050",2006,500,"blacktip shark","P915",0
"4051",2007,504,"blacktip shark","P915",0
"4052",2007,566,"blacktip shark","P915",0
"4053",2007,531,"blacktip shark","P915",0
"4054",2007,502,"blacktip shark","P915",0
"4055",2007,595,"blacktip shark","P915",0
"4056",2007,501,"blacktip shark","P915",0
"4057",2007,503,"blacktip shark","P915",0
"4058",2008,504,"blacktip shark","P915",0
"4059",2008,597,"blacktip shark","P915",0
"4060",2008,501,"blacktip shark","P915",0
"4061",2008,472,"blacktip shark","P915",0
"4062",2008,534,"blacktip shark","P915",0
"4063",2008,595,"blacktip shark","P915",0
"4064",2008,503,"blacktip shark","P915",0
"4065",2009,504,"blacktip shark","P915",0
"4066",2009,595,"blacktip shark","P915",0
"4067",2009,501,"blacktip shark","P915",0
"4068",2009,472,"blacktip shark","P915",0
"4069",2009,596,"blacktip shark","P915",0
"4070",2009,502,"blacktip shark","P915",0
"4071",2013,595,"blacktip shark","P915",0
"4072",2001,597,"blacktip shark","P915",0
"4073",2001,472,"blacktip shark","P915",0
"4074",2017,535,"blacktip shark","P915",0
"4075",2003,473,"blacktip shark","P915",0
"4076",2005,565,"blacktip shark","P915",0
"4077",2007,565,"blacktip shark","P915",0
"4078",2008,565,"blacktip shark","P915",0
"4079",2009,565,"blacktip shark","P915",0
"4080",2009,597,"blacktip shark","P915",0
"4081",2010,69,"blue catfish","P915",0
"4082",2010,38,"blue catfish","P915",0
"4083",2010,99,"blue catfish","P915",0
"4084",2010,68,"blue catfish","P915",0
"4085",2011,38,"blue catfish","P915",0
"4086",2011,8,"blue catfish","P915",0
"4087",2011,98,"blue catfish","P915",0
"4088",2012,98,"blue catfish","P915",0
"4089",2012,99,"blue catfish","P915",0
"4090",2012,68,"blue catfish","P915",0
"4091",2012,69,"blue catfish","P915",0
"4092",2013,98,"blue catfish","P915",0
"4093",2013,69,"blue catfish","P915",0
"4094",2014,69,"blue catfish","P915",0
"4095",2014,98,"blue catfish","P915",0
"4096",2015,98,"blue catfish","P915",0
"4097",2015,38,"blue catfish","P915",0
"4098",2015,69,"blue catfish","P915",0
"4099",2016,99,"blue catfish","P915",0
"4100",2016,69,"blue catfish","P915",0
"4101",2016,68,"blue catfish","P915",0
"4102",2017,69,"blue catfish","P915",0
"4103",2017,98,"blue catfish","P915",0
"4104",2018,68,"blue catfish","P915",0
"4105",2018,38,"blue catfish","P915",0
"4106",2018,98,"blue catfish","P915",0
"4107",2019,68,"blue catfish","P915",0
"4108",2019,98,"blue catfish","P915",0
"4109",2008,38,"blue catfish","P915",0
"4110",2008,99,"blue catfish","P915",0
"4111",2008,39,"blue catfish","P915",0
"4112",2009,68,"blue catfish","P915",0
"4113",2009,98,"blue catfish","P915",0
"4114",2010,628,"blue catfish","P915",0
"4115",2010,508,"blue catfish","P915",0
"4116",2010,539,"blue catfish","P915",0
"4117",2010,446,"blue catfish","P915",0
"4118",2010,415,"blue catfish","P915",0
"4119",2010,509,"blue catfish","P915",0
"4120",2010,478,"blue catfish","P915",0
"4121",2011,415,"blue catfish","P915",0
"4122",2011,478,"blue catfish","P915",0
"4123",2011,445,"blue catfish","P915",0
"4124",2011,658,"blue catfish","P915",0
"4125",2011,539,"blue catfish","P915",0
"4126",2011,508,"blue catfish","P915",0
"4127",2011,569,"blue catfish","P915",0
"4128",2011,598,"blue catfish","P915",0
"4129",2012,478,"blue catfish","P915",0
"4130",2012,569,"blue catfish","P915",0
"4131",2012,477,"blue catfish","P915",0
"4132",2012,445,"blue catfish","P915",0
"4133",2012,509,"blue catfish","P915",0
"4134",2012,447,"blue catfish","P915",0
"4135",2013,447,"blue catfish","P915",0
"4136",2013,538,"blue catfish","P915",0
"4137",2013,478,"blue catfish","P915",0
"4138",2013,445,"blue catfish","P915",0
"4139",2013,539,"blue catfish","P915",0
"4140",2013,508,"blue catfish","P915",0
"4141",2014,446,"blue catfish","P915",0
"4142",2014,478,"blue catfish","P915",0
"4143",2014,538,"blue catfish","P915",0
"4144",2014,508,"blue catfish","P915",0
"4145",2014,509,"blue catfish","P915",0
"4146",2015,478,"blue catfish","P915",0
"4147",2015,446,"blue catfish","P915",0
"4148",2015,415,"blue catfish","P915",0
"4149",2015,569,"blue catfish","P915",0
"4150",2001,628,"blue catfish","P915",0
"4151",2001,447,"blue catfish","P915",0
"4152",2001,446,"blue catfish","P915",0
"4153",2001,569,"blue catfish","P915",0
"4154",2001,508,"blue catfish","P915",0
"4155",2001,598,"blue catfish","P915",0
"4156",2001,478,"blue catfish","P915",0
"4157",2016,478,"blue catfish","P915",0
"4158",2016,539,"blue catfish","P915",0
"4159",2016,509,"blue catfish","P915",0
"4160",2016,446,"blue catfish","P915",0
"4161",2017,477,"blue catfish","P915",0
"4162",2017,446,"blue catfish","P915",0
"4163",2017,447,"blue catfish","P915",0
"4164",2017,508,"blue catfish","P915",0
"4165",2017,509,"blue catfish","P915",0
"4166",2018,447,"blue catfish","P915",0
"4167",2018,569,"blue catfish","P915",0
"4168",2019,446,"blue catfish","P915",0
"4169",2019,447,"blue catfish","P915",0
"4170",2019,415,"blue catfish","P915",0
"4171",2019,508,"blue catfish","P915",0
"4172",2019,569,"blue catfish","P915",0
"4173",2002,477,"blue catfish","P915",0
"4174",2002,415,"blue catfish","P915",0
"4175",2002,599,"blue catfish","P915",0
"4176",2002,478,"blue catfish","P915",0
"4177",2002,538,"blue catfish","P915",0
"4178",2002,445,"blue catfish","P915",0
"4179",2002,508,"blue catfish","P915",0
"4180",2002,628,"blue catfish","P915",0
"4181",2003,508,"blue catfish","P915",0
"4182",2003,415,"blue catfish","P915",0
"4183",2003,447,"blue catfish","P915",0
"4184",2003,446,"blue catfish","P915",0
"4185",2003,628,"blue catfish","P915",0
"4186",2003,539,"blue catfish","P915",0
"4187",2003,658,"blue catfish","P915",0
"4188",2003,478,"blue catfish","P915",0
"4189",2004,414,"blue catfish","P915",0
"4190",2004,478,"blue catfish","P915",0
"4191",2004,598,"blue catfish","P915",0
"4192",2004,568,"blue catfish","P915",0
"4193",2004,447,"blue catfish","P915",0
"4194",2004,508,"blue catfish","P915",0
"4195",2005,628,"blue catfish","P915",0
"4196",2005,508,"blue catfish","P915",0
"4197",2005,569,"blue catfish","P915",0
"4198",2005,538,"blue catfish","P915",0
"4199",2005,446,"blue catfish","P915",0
"4200",2005,445,"blue catfish","P915",0
"4201",2005,447,"blue catfish","P915",0
"4202",2005,509,"blue catfish","P915",0
"4203",2006,477,"blue catfish","P915",0
"4204",2006,447,"blue catfish","P915",0
"4205",2006,568,"blue catfish","P915",0
"4206",2006,569,"blue catfish","P915",0
"4207",2006,628,"blue catfish","P915",0
"4208",2006,539,"blue catfish","P915",0
"4209",2006,478,"blue catfish","P915",0
"4210",2007,509,"blue catfish","P915",0
"4211",2007,598,"blue catfish","P915",0
"4212",2007,446,"blue catfish","P915",0
"4213",2007,477,"blue catfish","P915",0
"4214",2007,569,"blue catfish","P915",0
"4215",2008,509,"blue catfish","P915",0
"4216",2008,447,"blue catfish","P915",0
"4217",2008,478,"blue catfish","P915",0
"4218",2008,598,"blue catfish","P915",0
"4219",2008,628,"blue catfish","P915",0
"4220",2008,415,"blue catfish","P915",0
"4221",2008,569,"blue catfish","P915",0
"4222",2009,508,"blue catfish","P915",0
"4223",2009,598,"blue catfish","P915",0
"4224",2009,447,"blue catfish","P915",0
"4225",2009,569,"blue catfish","P915",0
"4226",2009,446,"blue catfish","P915",0
"4227",2009,628,"blue catfish","P915",0
"4228",2009,478,"blue catfish","P915",0
"4229",2010,538,"blue catfish","P915",0
"4230",2011,538,"blue catfish","P915",0
"4231",2012,568,"blue catfish","P915",0
"4232",2013,477,"blue catfish","P915",0
"4233",2013,446,"blue catfish","P915",0
"4234",2015,538,"blue catfish","P915",0
"4235",2001,568,"blue catfish","P915",0
"4236",2016,538,"blue catfish","P915",0
"4237",2016,508,"blue catfish","P915",0
"4238",2018,568,"blue catfish","P915",0
"4239",2018,477,"blue catfish","P915",0
"4240",2002,598,"blue catfish","P915",0
"4241",2002,657,"blue catfish","P915",0
"4242",2003,445,"blue catfish","P915",0
"4243",2003,568,"blue catfish","P915",0
"4244",2004,444,"blue catfish","P915",0
"4245",2004,569,"blue catfish","P915",0
"4246",2006,476,"blue catfish","P915",0
"4247",2006,538,"blue catfish","P915",0
"4248",2007,508,"blue catfish","P915",0
"4249",2007,568,"blue catfish","P915",0
"4250",2007,476,"blue catfish","P915",0
"4251",2008,477,"blue catfish","P915",0
"4252",2018,286,"blue catfish","P915",0
"4253",2018,321,"blue catfish","P915",0
"4254",2018,383,"blue catfish","P915",0
"4255",2018,288,"blue catfish","P915",0
"4256",2018,381,"blue catfish","P915",0
"4257",2018,352,"blue catfish","P915",0
"4258",2019,319,"blue catfish","P915",0
"4259",2019,285,"blue catfish","P915",0
"4260",2019,353,"blue catfish","P915",0
"4261",2019,321,"blue catfish","P915",0
"4262",2019,288,"blue catfish","P915",0
"4263",2019,351,"blue catfish","P915",0
"4264",2010,406,"blue catfish","P915",0
"4265",2010,377,"blue catfish","P915",0
"4266",2010,348,"blue catfish","P915",0
"4267",2010,376,"blue catfish","P915",0
"4268",2010,378,"blue catfish","P915",0
"4269",2011,378,"blue catfish","P915",0
"4270",2011,348,"blue catfish","P915",0
"4271",2011,377,"blue catfish","P915",0
"4272",2011,406,"blue catfish","P915",0
"4273",2011,376,"blue catfish","P915",0
"4274",2011,379,"blue catfish","P915",0
"4275",2012,347,"blue catfish","P915",0
"4276",2012,348,"blue catfish","P915",0
"4277",2012,406,"blue catfish","P915",0
"4278",2012,377,"blue catfish","P915",0
"4279",2012,379,"blue catfish","P915",0
"4280",2012,376,"blue catfish","P915",0
"4281",2013,377,"blue catfish","P915",0
"4282",2013,406,"blue catfish","P915",0
"4283",2013,379,"blue catfish","P915",0
"4284",2013,348,"blue catfish","P915",0
"4285",2014,377,"blue catfish","P915",0
"4286",2014,348,"blue catfish","P915",0
"4287",2014,406,"blue catfish","P915",0
"4288",2014,376,"blue catfish","P915",0
"4289",2014,379,"blue catfish","P915",0
"4290",2015,379,"blue catfish","P915",0
"4291",2015,348,"blue catfish","P915",0
"4292",2015,377,"blue catfish","P915",0
"4293",2015,406,"blue catfish","P915",0.00548902195608783
"4294",2015,407,"blue catfish","P915",0
"4295",2016,379,"blue catfish","P915",0
"4296",2016,406,"blue catfish","P915",0
"4297",2016,376,"blue catfish","P915",0
"4298",2016,377,"blue catfish","P915",0
"4299",2017,379,"blue catfish","P915",0
"4300",2017,406,"blue catfish","P915",0
"4301",2017,407,"blue catfish","P915",0
"4302",2017,377,"blue catfish","P915",0
"4303",2018,378,"blue catfish","P915",0
